device,rho,seed,deadline_ratio,deadline_ms,skip_mode,saving_p10_j,saving_p50_j,saving_p90_j,saving_unique_count,saving_feasible_unique_count,saving_degenerate,warning
device_0,0.375,1708,1.1,39.6495,late,0.0,0.09919011441410842,0.2751786960829308,53959,53959,False,
device_0,0.375,1708,1.2,43.254,drop,0.02551224986986917,0.037981790190335735,0.3856156949096938,96280,96279,False,
device_0,0.375,1708,1.2,43.254,late,0.0,0.0,0.2652015304003198,43769,43769,False,
device_0,0.375,1708,1.35,48.66075000000001,drop,0.02665719825869677,0.038740957863083514,0.3873760952146129,98710,98709,False,
device_0,0.375,1708,1.35,48.66075000000001,late,0.0,0.0,0.23439839075936714,30962,30962,False,
device_0,0.375,1708,1.5,54.0675,drop,0.026915256640341185,0.03894176509659285,0.16386799279872427,99317,99316,False,
device_0,0.375,1708,1.5,54.0675,late,0.0,0.0,0.0670021388803393,23452,23452,False,
device_0,0.375,1708,2.0,72.09,drop,0.026995714311480016,0.038992247897357696,0.16397803747695094,99442,99442,False,
device_0,0.375,1708,2.0,72.09,late,0.0,0.0,0.04250787079541525,18195,18195,False,
device_0,0.375,1709,1.1,39.6495,drop,0.02259431530939295,0.1473530918794301,0.38224248644459924,92021,92020,False,
device_0,0.375,1709,1.1,39.6495,late,0.0,0.0991864812090544,0.27466472489315935,53864,53864,False,
device_0,0.375,1709,1.2,43.254,drop,0.025427636530786887,0.03793433852521472,0.38569666706502614,96079,96078,False,
device_0,0.375,1709,1.2,43.254,late,0.0,0.0,0.2649602037994547,43533,43533,False,
device_0,0.375,1709,1.35,48.66075000000001,drop,0.02664424393025419,0.038727344200997466,0.3875839614718389,98644,98643,False,
device_0,0.375,1709,1.35,48.66075000000001,late,0.0,0.0,0.23560872188178106,30922,30922,False,
device_0,0.375,1709,1.5,54.0675,drop,0.02693784730751322,0.038941415320065814,0.1640911272082313,99314,99313,False,
device_0,0.375,1709,1.5,54.0675,late,0.0,0.0,0.06720672868486176,23446,23446,False,
device_0,0.375,1709,2.0,72.09,drop,0.027015076633561983,0.03900306248290563,0.16424583417660985,99443,99443,False,
device_0,0.375,1709,2.0,72.09,late,0.0,0.0,0.04211704514310298,18318,18318,False,
device_0,0.375,1710,1.1,39.6495,drop,0.022732749953147068,0.1473427225146906,0.38208072819035777,92170,92169,False,
device_0,0.375,1710,1.1,39.6495,late,0.0,0.099023533661799,0.27452267492956395,53776,53776,False,
device_0,0.375,1710,1.2,43.254,drop,0.025384780666080874,0.03784224170281382,0.38544769689279335,96064,96063,False,
device_0,0.375,1710,1.2,43.254,late,0.0,0.0,0.2644950467712411,43242,43242,False,
device_0,0.375,1710,1.35,48.66075000000001,drop,0.02661675595324831,0.03865696348516945,0.38737952754778476,98671,98670,False,
device_0,0.375,1710,1.35,48.66075000000001,late,0.0,0.0,0.23352139376488598,30567,30567,False,
device_0,0.375,1710,1.5,54.0675,drop,0.026887500644630535,0.038843701194939184,0.1638549416224146,99303,99302,False,
device_0,0.375,1710,1.5,54.0675,late,0.0,0.0,0.06726159976701875,23244,23244,False,
device_0,0.375,1710,2.0,72.09,drop,0.02696664896479399,0.038900835979636283,0.16400782711675335,99427,99427,False,
device_0,0.375,1710,2.0,72.09,late,0.0,0.0,0.04180343823037618,17950,17950,False,
device_0,0.75,1701,1.1,39.6495,drop,0.02270476899148964,0.14739597213710903,0.3828091558886207,92100,92099,False,
device_0,0.75,1701,1.1,39.6495,late,0.0,0.09972895995309802,0.2759571410999197,54502,54502,False,
device_0,0.75,1701,1.2,43.254,drop,0.025432599896408132,0.038105372194624364,0.38578127925588135,96015,96014,False,
device_0,0.75,1701,1.2,43.254,late,0.0,0.0,0.26665899762019346,44141,44141,False,
device_0,0.75,1701,1.35,48.66075000000001,drop,0.02666235138341238,0.038906740468819666,0.38761373925147913,98629,98628,False,
device_0,0.75,1701,1.35,48.66075000000001,late,0.0,0.0,0.23637873800715223,31455,31455,False,
device_0,0.75,1701,1.5,54.0675,drop,0.02695475958717952,0.039124507829950056,0.1641222612848504,99311,99310,False,
device_0,0.75,1701,1.5,54.0675,late,0.0,0.0,0.06734410892330019,24102,24102,False,
device_0,0.75,1701,2.0,72.09,drop,0.027023326105023317,0.03918227306692421,0.16424796710464423,99428,99428,False,
device_0,0.75,1701,2.0,72.09,late,0.0,0.0,0.043733169108353794,18865,18865,False,
device_0,0.75,1702,1.1,39.6495,drop,0.022684936993074886,0.1473515229471829,0.3823173903116939,92077,92076,False,
device_0,0.75,1702,1.1,39.6495,late,0.0,0.09916753293203748,0.2752267026824274,53826,53826,False,
device_0,0.75,1702,1.2,43.254,drop,0.02539730471327101,0.037925120879565455,0.3855794974295442,95977,95976,False,
device_0,0.75,1702,1.2,43.254,late,0.0,0.0,0.26500093833248856,43329,43329,False,
device_0,0.75,1702,1.35,48.66075000000001,drop,0.026603785562798923,0.03869767105104974,0.3875035405245959,98597,98596,False,
device_0,0.75,1702,1.35,48.66075000000001,late,0.0,0.0,0.23463997142032902,30801,30801,False,
device_0,0.75,1702,1.5,54.0675,drop,0.026905949023797712,0.03890569451442427,0.16403063059392728,99301,99300,False,
device_0,0.75,1702,1.5,54.0675,late,0.0,0.0,0.06726442105903103,23528,23528,False,
device_0,0.75,1702,2.0,72.09,drop,0.026976135348399127,0.03896225927417931,0.16415875395744545,99416,99416,False,
device_0,0.75,1702,2.0,72.09,late,0.0,0.0,0.04234210063332345,18268,18268,False,
device_0,0.75,1703,1.1,39.6495,drop,0.02278409683190207,0.14735630810017292,0.38230835855220835,92247,92246,False,
device_0,0.75,1703,1.1,39.6495,late,0.0,0.0992814924374169,0.2752289886868602,54009,54009,False,
device_0,0.75,1703,1.2,43.254,drop,0.025367596042356208,0.03791976676222816,0.3855129439739048,96081,96080,False,
device_0,0.75,1703,1.2,43.254,late,0.0,0.0,0.26500746935180663,43580,43580,False,
device_0,0.75,1703,1.35,48.66075000000001,drop,0.02659067781123582,0.0387238734537989,0.3873352010065132,98647,98646,False,
device_0,0.75,1703,1.35,48.66075000000001,late,0.0,0.0,0.23391385366675213,30956,30956,False,
device_0,0.75,1703,1.5,54.0675,drop,0.026888519356748086,0.03894595591874668,0.16388501598344438,99348,99347,False,
device_0,0.75,1703,1.5,54.0675,late,0.0,0.0,0.06722278957886828,23433,23433,False,
device_0,0.75,1703,2.0,72.09,drop,0.026962533858025498,0.03900427189463319,0.16402055638629326,99466,99466,False,
