device,rho,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,boost_use_rate_good_mean,boost_use_rate_good_std,boost_use_rate_bad_mean,boost_use_rate_bad_std
device_0,0.0,1.5,0.05,late,P1,0.057695584902093276,0.00014790702509246426,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.05,late,P2,0.053308667591557723,0.00014646162571056894,0.05,0.0,3.6,0.5163977794943222,241.2,12.752341832864357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,1.5,0.05,late,P2prime,0.05332215695598856,0.00014650614095881344,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00011199999999999998,4.1041983924323685e-05,0.0,0.0,0.0005595468604063766,0.0002044429534769033
device_0,0.0,1.5,0.1,drop,P0,0.05183022984079746,0.00016391524660128469,0.1,0.0,4.5,0.5270462766947298,894.6,26.94108799254816,0.20697000000000002,0.005454468097094547,0.009158,0.0002499688869528458,0.0,0.0,0.045771063414739424,0.001232696345158579
device_0,0.0,1.5,0.1,drop,P1,0.05758876340046517,0.0001507632937077535,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.1,drop,P2,0.04056421900121253,0.00014328742481461063,0.1,0.0,4.5,0.5270462766947299,902.6,37.0681054876621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,1.5,0.1,drop,P2prime,0.04059973789264992,0.0001445915471211929,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00011099999999999999,4.201851443775178e-05,0.0,0.0,0.0005545085693946878,0.00020929115316664987
device_0,0.0,1.5,0.1,late,P0,0.05625171591704444,0.00013684470773177147,0.1,0.0,4.7,0.6749485577105527,883.2,17.529657409341706,0.20592000000000002,0.003824714949436674,0.009098,0.0003073470712764677,0.0,0.0,0.0454715283861072,0.0015353221776707477
device_0,0.0,1.5,0.1,late,P1,0.057695584902093276,0.00014790702509246426,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.1,late,P2,0.04967797954384225,0.0001452575549928672,0.1,0.0,4.4,0.5163977794943223,895.6,33.39061744462556,0.93529,0.002822311897087988,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,1.5,0.1,late,P2prime,0.04974280859711867,0.0001447572716001705,0.1,0.0,1.0,0.0,0.0,0.0,0.92187,0.0013216572088774771,0.000115,4.301162633521313e-05,0.0,0.0,0.0005745753372830284,0.00021436304358671802
device_0,0.0,1.5,0.15,drop,P0,0.04895560571618736,0.00012965909681949436,0.15,0.0,6.0,0.816496580927726,1891.5,23.688956639469495,0.20436,0.0022122442657532193,0.008570999999999999,0.0002628244027229332,0.0,0.0,0.04283717841716302,0.0012956828575962514
device_0,0.0,1.5,0.15,drop,P1,0.05758876340046517,0.0001507632937077535,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.15,drop,P2,0.03273373075888393,0.00014046682849767835,0.15,0.0,5.6,0.5163977794943222,1899.8,45.854358813772805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,1.5,0.15,drop,P2prime,0.03282501881796783,0.0001422183987838173,0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00011099999999999999,4.201851443775178e-05,0.0,0.0,0.0005545085693946878,0.00020929115316664987
