device,L,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,selected_v_mean,selected_v_std
device_0,50,1.5,0.1,drop,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,1.5,0.1,drop,P2,0.04511781333333333,0.0008973913530524706,0.10000000000000002,0.0,199.0,21.633307652783937,19.0,4.358898943540674,1.0,0.0,,
device_0,50,1.5,0.1,drop,P2prime,0.04539226666666666,0.0006522539742564506,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,0.9793333333333333,0.019218047073866113,,
device_0,50,1.5,0.1,drop,P3,0.04599872,0.000609868728170249,0.10000000000000002,0.0,103.33333333333333,26.6520793435209,33.333333333333336,5.686240703077327,0.9336666666666668,0.06425988899253823,1000.0,0.0
device_0,50,1.5,0.1,late,P0,0.06150346666666667,0.0009143550656792671,0.10000000000000002,0.0,4.0,1.0,102.33333333333333,4.932882862316246,0.19933333333333333,0.007505553499465135,,
device_0,50,1.5,0.1,late,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,1.5,0.1,late,P2,0.059517813333333336,0.0008973913530524734,0.10000000000000002,0.0,199.0,21.633307652783937,19.0,4.358898943540674,1.0,0.0,,
device_0,50,1.5,0.1,late,P2prime,0.05956906666666667,0.0008511629214981855,0.09793333333333333,0.0019218047073866179,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,50,1.5,0.1,late,P3,0.059517813333333336,0.0008973913530524599,0.10000000000000002,0.0,125.0,58.283788483591216,31.666666666666668,5.033222956847166,1.0,0.0,10000.0,0.0
device_0,50,2.0,0.01,drop,P0,0.06138106666666667,0.0008586250043722963,0.01,0.0,1.6666666666666667,0.5773502691896258,1.0,1.0,0.19333333333333336,0.03511884584284247,,
device_0,50,2.0,0.01,drop,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,2.0,0.01,drop,P2,0.06030981333333333,0.0008973913530524663,0.01,0.0,44.0,12.165525060596439,3.6666666666666665,0.5773502691896257,1.0,0.0,,
device_0,50,2.0,0.01,drop,P2prime,0.06030981333333333,0.0008973913530524663,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,50,2.0,0.01,drop,P3,0.06036736,0.0008454469795321305,0.01,0.0,14.333333333333334,3.2145502536643185,17.333333333333332,2.5166114784235836,0.9566666666666667,0.040414518843273815,100.0,0.0
device_0,50,2.0,0.01,late,P0,0.06195152,0.0009017826008523369,0.01,0.0,1.6666666666666667,0.5773502691896257,1.0,1.0,0.18666666666666668,0.02886751345948128,,
device_0,50,2.0,0.01,late,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,2.0,0.01,late,P2,0.06174981333333334,0.0008973913530524686,0.01,0.0,44.0,12.165525060596439,3.6666666666666665,0.5773502691896257,1.0,0.0,,
device_0,50,2.0,0.01,late,P2prime,0.06174981333333334,0.0008973913530524686,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,50,2.0,0.01,late,P3,0.06174981333333334,0.0008973913530524686,0.01,0.0,36.0,19.078784028338912,11.333333333333334,7.371114795831994,1.0,0.0,4000.0,5196.152422706632
device_0,50,2.0,0.05,drop,P0,0.05890522666666667,0.0008495394981596367,0.05000000000000001,0.0,2.3333333333333335,0.5773502691896257,23.666666666666668,4.509249752822894,0.19466666666666665,0.01628905563049417,,
device_0,50,2.0,0.05,drop,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,2.0,0.05,drop,P2,0.05355781333333334,0.000897391353052467,0.05000000000000001,0.0,129.0,53.113086899558006,9.666666666666666,3.055050463303893,1.0,0.0,,
device_0,50,2.0,0.05,drop,P2prime,0.053557813333333336,0.0008973913530524574,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,50,2.0,0.05,drop,P3,0.05403146666666667,0.0004935683706775999,0.05000000000000001,0.0,80.33333333333333,27.68272626265942,25.333333333333332,7.234178138070235,0.9286666666666666,0.06543189843901315,1000.0,0.0
device_0,50,2.0,0.05,late,P0,0.06172914666666667,0.0008983750854366636,0.05000000000000001,0.0,3.0,0.0,24.0,2.0,0.21666666666666667,0.012220201853215582,,
device_0,50,2.0,0.05,late,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,2.0,0.05,late,P2,0.060757813333333334,0.0008973913530524574,0.05000000000000001,0.0,129.0,53.113086899558006,9.666666666666666,3.055050463303893,1.0,0.0,,
device_0,50,2.0,0.05,late,P2prime,0.060757813333333334,0.0008973913530524574,0.05000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,50,2.0,0.05,late,P3,0.060757813333333334,0.0008973913530524593,0.05000000000000001,0.0,56.0,50.22947341949744,30.333333333333332,14.153915830374764,1.0,0.0,4000.0,5196.152422706632
device_0,50,2.0,0.1,drop,P0,0.05568426666666667,0.0007992677342000845,0.10000000000000002,0.0,3.3333333333333335,0.5773502691896258,90.0,10.0,0.20433333333333334,0.012220201853215573,,
device_0,50,2.0,0.1,drop,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,2.0,0.1,drop,P2,0.04511781333333333,0.0008973913530524706,0.10000000000000002,0.0,199.0,21.633307652783937,19.0,4.358898943540674,1.0,0.0,,
device_0,50,2.0,0.1,drop,P2prime,0.04539226666666666,0.0006522539742564506,0.10000000000000002,0.0,1.0,0.0,0.0,0.0,0.9793333333333333,0.019218047073866113,,
device_0,50,2.0,0.1,drop,P3,0.04599872,0.000609868728170249,0.10000000000000002,0.0,103.33333333333333,26.6520793435209,33.333333333333336,5.686240703077327,0.9336666666666668,0.06425988899253823,1000.0,0.0
device_0,50,2.0,0.1,late,P0,0.061510079999999995,0.0008949658281744568,0.10000000000000002,0.0,3.0,0.0,91.66666666666667,8.326663997864532,0.19666666666666668,0.005507570547286103,,
device_0,50,2.0,0.1,late,P1,0.06199781333333334,0.0008973913530524677,0.0,0.0,0.0,0.0,0.0,0.0,,,,
device_0,50,2.0,0.1,late,P2,0.059517813333333336,0.0008973913530524734,0.10000000000000002,0.0,199.0,21.633307652783937,19.0,4.358898943540674,1.0,0.0,,
device_0,50,2.0,0.1,late,P2prime,0.05956906666666667,0.0008511629214981855,0.09793333333333333,0.0019218047073866179,1.0,0.0,0.0,0.0,1.0,0.0,,
device_0,50,2.0,0.1,late,P3,0.059517813333333336,0.0008973913530524599,0.10000000000000002,0.0,125.0,58.283788483591216,31.666666666666668,5.033222956847166,1.0,0.0,10000.0,0.0
