N,channel_sync,rho,deadline_ratio,epsilon,skip_mode,device,device_index,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_run_count_mean,violation_run_count_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,allocation_mean_mean,allocation_mean_std,allocation_max_mean,allocation_max_std,allocation_nonzero_rate_mean,allocation_nonzero_rate_std
4,common,0.0,1.35,0.15,drop,device_2,2,J1,0.06625113069600527,0.00010971892452175792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.00945,0.00021213203435596482,0.19729925,0.00040976837969761176,0.46,0.007071067811865481,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_2,2,J2,0.03884231047451228,0.0020822443525136056,0.15,0.0,4.5,0.7071067811865476,199.0,16.97056274847714,1270.0,19.79898987322333,0.9336666666666666,0.09380949963741533,0.0,0.0,0.17706525,0.009120616817134669,0.8,0.021213203435596406,0.85,0.0
4,common,0.0,1.35,0.15,drop,device_3,3,I1,0.06987010485994094,7.314809776874828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01795,0.001202081528017131,0.25,0.0,0.25,0.0,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_3,3,I2,0.0407475443926989,0.0002236744392815723,0.15,0.0,4.5,0.7071067811865476,187.0,0.0,1280.5,4.949747468305833,1.0,0.0,0.0,0.0,0.2125,0.0,0.25,0.0,0.85,0.0
4,common,0.0,1.35,0.15,drop,device_3,3,J1,0.06595163548015917,4.431212327866115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0089,0.0,0.19761175,0.00011773327906756996,0.4575,0.0035355339059327407,1.0,0.0
4,common,0.0,1.35,0.15,drop,device_3,3,J2,0.038411669235703466,0.0018950104606857126,0.15,0.0,4.5,0.7071067811865476,191.5,6.363961030678928,1273.5,14.849242404917497,0.9456666666666667,0.07683893688893818,0.0,0.0,0.17260575,0.0010638421522951354,0.6825,0.18738329701443504,0.85,0.0
4,common,0.0,1.35,0.15,late,device_0,0,I1,0.06987010485994094,7.314809776874828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01795,0.001202081528017131,0.25,0.0,0.25,0.0,1.0,0.0
4,common,0.0,1.35,0.15,late,device_0,0,I2,0.05758297197505179,4.945559290820393e-05,0.15,0.0,4.5,0.7071067811865476,192.5,2.1213203435596424,1270.0,4.242640687119285,0.7216666666666667,0.02027039439401433,0.0,0.0,0.2125,0.0,0.25,0.0,0.85,0.0
4,common,0.0,1.35,0.15,late,device_0,0,J1,0.06597183440285684,1.1595674487168113e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0089,0.0004242640687119284,0.19737,0.0001435426765808753,0.4625,0.0035355339059327407,1.0,0.0
4,common,0.0,1.35,0.15,late,device_0,0,J2,0.05558687098260243,9.934050970658641e-05,0.13285,0.022556706319850853,4.5,0.7071067811865476,149.5,43.1335136523794,1162.0,173.9482681718907,0.9768145161290323,0.03278922574050524,0.0,0.0,0.17493675000000003,0.012900102562576787,0.665,0.47376154339498683,0.86715,0.022556706319850895
4,common,0.0,1.35,0.15,late,device_1,1,I1,0.06987010485994094,7.314809776874828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01795,0.001202081528017131,0.25,0.0,0.25,0.0,1.0,0.0
