device,rho,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,boost_use_rate_good_mean,boost_use_rate_good_std,boost_use_rate_bad_mean,boost_use_rate_bad_std,selected_v_mean,selected_v_std
device_0,0.975,1.35,0.1,drop,P3,0.07578539898410391,0.008717611158115639,0.1001,0.00014142135623730864,8.5,6.363961030678928,107.0,45.254833995939045,0.48767864271457084,0.23521391918535506,0.0791,0.026728636328851498,0.0,0.0,0.38645504207029846,0.11914212813454463,55.0,63.63961030678928
device_0,0.975,1.35,0.1,late,P0,0.09504041963448437,0.0022702801387626767,0.1,0.0,4.0,0.0,94.0,2.8284271247461903,0.2575,0.004949747468305837,0.1073,0.005798275605729684,0.0,0.0,0.5265673645591009,0.012013850847561501,,
device_0,0.975,1.35,0.1,late,P1,0.09893896036437266,0.002195413142282341,0.0081,0.00028284271247461793,2.5,0.7071067811865476,2.5,0.7071067811865476,1.0,0.0,0.11755,0.005020458146424484,0.0,0.0,0.5769707070356354,0.006620712081523997,,
device_0,0.975,1.35,0.1,late,P2,0.07501530366228798,0.0021099988193017797,0.1,0.0,8.5,0.7071067811865476,245.0,12.727922061357855,1.0,0.0,0.02565,0.0047376154339498705,0.0,0.0,0.12561846810874622,0.01933325674114986,,
device_0,0.975,1.35,0.1,late,P2prime,0.0791406864818906,0.0015925119239200384,0.1,0.0,2.5,0.7071067811865476,2.5,0.7071067811865476,0.7715000000000001,0.03323401871576773,0.0489,0.0014142135623730963,0.0,0.0,0.24006761917988959,0.0005575228807834548,,
device_0,0.975,1.35,0.1,late,P3,0.08244944907198737,0.0013964198569763279,0.10025,0.0003535533905932741,11.0,1.4142135623730951,148.5,16.263455967290593,0.5999452736318407,0.03103530360013795,0.06625,0.0012020815280171357,0.0,0.0,0.3252997581102508,0.0042617253602640695,100.0,0.0
device_0,0.975,1.35,0.15,drop,P0,0.08354780287846929,0.001740384695184681,0.15,0.0,5.0,0.0,192.5,20.506096654409877,0.24466666666666664,0.01131370849898476,0.10125,0.004030508652763313,0.0,0.0,0.4969879518072289,0.004259679404738271,,
device_0,0.975,1.35,0.15,drop,P1,0.09747268535407964,0.0022443873129454747,0.0081,0.00028284271247461793,2.5,0.7071067811865476,2.5,0.7071067811865476,1.0,0.0,0.11755,0.005020458146424484,0.0,0.0,0.5769707070356354,0.006620712081523997,,
device_0,0.975,1.35,0.15,drop,P2,0.047526736816169035,0.0010273263935893435,0.15,0.0,20.0,0.0,302.5,20.506096654409877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.35,0.15,drop,P2prime,0.05986809767106399,0.001186258057548685,0.15,0.0,2.5,0.7071067811865476,2.5,0.7071067811865476,0.6426666666666667,0.02074179891480535,0.0489,0.0014142135623730963,0.0,0.0,0.24006761917988959,0.0005575228807834548,,
device_0,0.975,1.35,0.15,drop,P3,0.06766215398282323,0.01033191648021617,0.15005000000000002,7.071067811865677e-05,10.5,7.7781745930520225,164.5,57.27564927611035,0.40723939595825004,0.17738094732728438,0.0689,0.027577164466275356,0.0,0.0,0.33629185329213107,0.12487489551786664,55.0,63.63961030678928
device_0,0.975,1.35,0.15,late,P0,0.09246829195291245,0.0021276391091969425,0.15,0.0,4.0,0.0,191.5,6.363961030678928,0.23833333333333334,0.004242640687119289,0.10015,0.005161879502661798,0.0,0.0,0.4914984144069071,0.009985285943719988,,
device_0,0.975,1.35,0.15,late,P1,0.09893896036437266,0.002195413142282341,0.0081,0.00028284271247461793,2.5,0.7071067811865476,2.5,0.7071067811865476,1.0,0.0,0.11755,0.005020458146424484,0.0,0.0,0.5769707070356354,0.006620712081523997,,
device_0,0.975,1.35,0.15,late,P2,0.06676938329822625,0.0013911810354614877,0.15,0.0,12.0,0.0,306.5,3.5355339059327378,0.8453333333333333,0.03016988933062612,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.35,0.15,late,P2prime,0.0753629664660922,0.001481525072962099,0.15,0.0,2.5,0.7071067811865476,2.5,0.7071067811865476,0.5449999999999999,0.02309882151876064,0.0489,0.0014142135623730963,0.0,0.0,0.24006761917988959,0.0005575228807834548,,
device_0,0.975,1.35,0.15,late,P3,0.07625761975143708,0.0006870506395979588,0.14955000000000002,0.000777817459305205,14.0,2.8284271247461903,235.0,25.45584412271571,0.5087487536273357,0.04274497784299402,0.0525,0.002404163056034262,0.0,0.0,0.25804225547724036,0.01986418220009776,100.0,0.0
device_0,0.975,1.5,0.01,drop,P0,0.07552535082938718,0.001888190709454118,0.01,0.0,2.0,0.0,1.5,0.7071067811865476,0.33499999999999996,0.021213203435596385,0.0442,0.003959797974644665,0.0,0.0,0.2167879008830712,0.012666510660295104,,
device_0,0.975,1.5,0.01,drop,P1,0.07618470244039229,0.0018272511862161623,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.01,drop,P2,0.07277944347210481,0.0018556824188191063,0.01,0.0,2.5,0.7071067811865476,4.5,0.7071067811865476,1.0,0.0,0.03615,0.0038890872965260076,0.0,0.0,0.1772551300302073,0.013554455358497041,,
device_0,0.975,1.5,0.01,drop,P2prime,0.07278050422995808,0.0018559306335525013,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03615,0.0038890872965260076,0.0,0.0,0.1772551300302073,0.013554455358497041,,
device_0,0.975,1.5,0.01,drop,P3,0.07361824904481486,0.0018269697837516705,0.01005,7.071067811865432e-05,2.5,0.7071067811865476,10.0,1.4142135623730951,0.7662376237623763,0.019462939125728752,0.03925,0.0037476659402887014,0.0,0.0,0.19249186949527214,0.01238416879773321,10.0,0.0
device_0,0.975,1.5,0.01,late,P0,0.07628513270679274,0.0018161601055492692,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,0.33,0.014142135623730963,0.0442,0.003676955262170047,0.0,0.0,0.2168096015184658,0.011277306858269543,,
device_0,0.975,1.5,0.01,late,P1,0.0764736841130518,0.001840647942514303,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.01,late,P2,0.07439092456298177,0.001853817217197309,0.01,0.0,2.0,0.0,5.5,0.7071067811865476,1.0,0.0,0.03615,0.0038890872965260076,0.0,0.0,0.1772551300302073,0.013554455358497041,,
device_0,0.975,1.5,0.01,late,P2prime,0.07439174828942109,0.0018534904601337618,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03615,0.0038890872965260076,0.0,0.0,0.1772551300302073,0.013554455358497041,,
device_0,0.975,1.5,0.01,late,P3,0.0751055259083284,0.0018057284208898388,0.01005,7.071067811865432e-05,2.0,0.0,7.5,0.7071067811865476,0.6417326732673267,0.016592505657545734,0.03995,0.003606244584051395,0.0,0.0,0.19594082381398795,0.011582154231615358,10.0,0.0
device_0,0.975,1.5,0.05,drop,P0,0.07244267062847032,0.0019127833374872687,0.05,0.0,3.0,0.0,25.5,2.1213203435596424,0.233,0.0014142135623730963,0.042499999999999996,0.004242640687119287,0.0,0.0,0.208416519102346,0.014316573791861598,,
device_0,0.975,1.5,0.05,drop,P1,0.07618470244039229,0.0018272511862161623,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.05,drop,P2,0.057829556980730126,0.0009772784490805115,0.05,0.0,5.0,0.0,91.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.5,0.05,drop,P2prime,0.059791592428542255,0.0012296255984125472,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0086,0.0011313708498984765,0.0,0.0,0.0421527608995058,0.004237173893954319,,
device_0,0.975,1.5,0.05,drop,P3,0.06396700191539834,0.005427564050446435,0.05,0.0,7.5,6.363961030678928,41.5,31.81980515339464,0.5880000000000001,0.2771858582251267,0.02165,0.014778531726798843,0.0,0.0,0.1052017869749893,0.0692637783708013,55.0,63.63961030678928
device_0,0.975,1.5,0.05,late,P0,0.07534050754458779,0.0018541695022391246,0.05,0.0,2.5,0.7071067811865476,26.0,0.0,0.23399999999999999,0.014142135623730954,0.04235,0.004171930009000632,0.0,0.0,0.2076852076895478,0.01399228984102057,,
device_0,0.975,1.5,0.05,late,P1,0.0764736841130518,0.001840647942514303,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.05,late,P2,0.06566527865978801,0.0012370117415281684,0.05,0.0,5.0,0.0,85.5,7.7781745930520225,0.9390000000000001,0.05515432893255064,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.5,0.05,late,P2prime,0.06698125670638355,0.001379745336055891,0.05,0.0,1.0,0.0,0.0,0.0,0.892,0.0,0.0086,0.0011313708498984765,0.0,0.0,0.0421527608995058,0.004237173893954319,,
device_0,0.975,1.5,0.05,late,P3,0.06805901669769149,0.001327538384340825,0.05005,7.071067811865432e-05,5.5,2.1213203435596424,61.0,8.48528137423857,0.6742974051896208,0.040018574199128486,0.01435,0.0009192388155425111,0.0,0.0,0.07041060495584645,0.002312952721929192,100.0,0.0
device_0,0.975,1.5,0.1,drop,P0,0.06851621854732792,0.0018637444979708582,0.1,0.0,3.5,0.7071067811865476,85.5,7.7781745930520225,0.2255,0.0007071067811865482,0.04005,0.004030508652763321,0.0,0.0,0.19639943057532724,0.013650615268210157,,
device_0,0.975,1.5,0.1,drop,P1,0.07618470244039229,0.0018272511862161623,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.1,drop,P2,0.04952299667310195,0.0009599736203522878,0.1,0.0,9.0,1.4142135623730951,255.0,5.656854249492381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.5,0.1,drop,P2prime,0.05173650854418761,0.0011781301287567092,0.1,0.0,1.0,0.0,0.0,0.0,0.952,0.012727922061357866,0.0086,0.0011313708498984765,0.0,0.0,0.0421527608995058,0.004237173893954319,,
device_0,0.975,1.5,0.1,drop,P3,0.052873341350180916,0.00025172552842625724,0.1,0.0,15.0,1.4142135623730951,115.5,14.849242404917497,0.5974999999999999,0.03889087296526019,0.00405,0.0017677669529663688,0.0,0.0,0.02002751640568036,0.009303982753624948,100.0,0.0
device_0,0.975,1.5,0.1,late,P0,0.07436198545681386,0.0018534663128324394,0.1,0.0,3.5,0.7071067811865476,104.5,7.7781745930520225,0.219,0.009899494936611674,0.04055,0.004030508652763321,0.0,0.0,0.1988552191474833,0.013573891935992245,,
device_0,0.975,1.5,0.1,late,P1,0.0764736841130518,0.001840647942514303,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.1,late,P2,0.06209450531752059,0.001163663522278323,0.1,0.0,6.5,0.7071067811865476,173.5,4.949747468305833,0.696,0.042426406871192854,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.5,0.1,late,P2prime,0.06360740677933252,0.001342868821295259,0.1,0.0,1.0,0.0,0.0,0.0,0.5615,0.017677669529663625,0.0086,0.0011313708498984765,0.0,0.0,0.0421527608995058,0.004237173893954319,,
device_0,0.975,1.5,0.1,late,P3,0.06262661754147811,0.0014343853154857448,0.10005,7.071067811864696e-05,38.0,2.8284271247461903,150.0,19.79898987322333,0.6701643356643356,0.001646619287658215,0.0016,0.002262741699796952,0.0,0.0,0.007684918347742555,0.010868115753107359,1000.0,0.0
device_0,0.975,1.5,0.15,drop,P0,0.06450362311949423,0.0012882606974970365,0.15,0.0,5.0,0.0,173.0,12.727922061357855,0.21966666666666668,0.01555634918610403,0.03735,0.003040559159102153,0.0,0.0,0.18321412450956565,0.00920270795509731,,
device_0,0.975,1.5,0.15,drop,P1,0.07618470244039229,0.0018272511862161623,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.15,drop,P2,0.0414022605648482,0.0009418274560971407,0.15,0.0,20.0,0.0,302.5,20.506096654409877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.5,0.15,drop,P2prime,0.04596458863090269,0.0007454880126188474,0.15,0.0,1.0,0.0,0.0,0.0,0.6443333333333333,0.02027039439401433,0.0086,0.0011313708498984765,0.0,0.0,0.0421527608995058,0.004237173893954319,,
device_0,0.975,1.5,0.15,drop,P3,0.047797689398089885,0.0005027309751110404,0.15,0.0,16.5,0.7071067811865476,169.0,8.48528137423857,0.47533333333333333,0.029227080289043965,0.0009,0.00014142135623730954,0.0,0.0,0.004409569112183605,0.0005564999030205581,100.0,0.0
device_0,0.975,1.5,0.15,late,P0,0.07323920244221499,0.0016636546418998688,0.15,0.0,5.0,0.0,200.0,0.0,0.213,0.0032998316455372114,0.03825,0.0033234018715767705,0.0,0.0,0.18761284330405192,0.01045380975913067,,
device_0,0.975,1.5,0.15,late,P1,0.0764736841130518,0.001840647942514303,0.0015500000000000002,7.07106781186547e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0446,0.003818376618407358,0.0,0.0,0.21876338205849333,0.011910530093508002,,
device_0,0.975,1.5,0.15,late,P2,0.05893439932363283,0.0010790917086868298,0.15,0.0,10.0,2.8284271247461903,289.0,4.242640687119285,0.6703333333333333,0.01555634918610406,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,1.5,0.15,late,P2prime,0.06163690259932782,0.0010221284982724454,0.14185,0.0045961940777125634,1.0,0.0,0.0,0.0,0.6732767768260532,0.0018758097255067302,0.0086,0.0011313708498984765,0.0,0.0,0.0421527608995058,0.004237173893954319,,
device_0,0.975,1.5,0.15,late,P3,0.062373126542042426,0.0012731049301069758,0.1507,0.0,133.0,9.899494936611665,141.5,31.81980515339464,0.7571333775713338,0.009384297029682073,0.0144,0.0011313708498984765,0.0,0.0,0.0706399083365161,0.0033471832402265866,10000.0,0.0
device_0,0.975,2.0,0.01,drop,P0,0.061174759853928395,0.0006907027161806559,0.01,0.0,2.0,0.0,1.5,0.7071067811865476,0.195,0.04949747468305833,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,drop,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,drop,P2,0.05998213321907181,0.0007749560753979215,0.01,0.0,2.5,0.7071067811865476,4.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,drop,P2prime,0.05998319397692509,0.0007752042901313238,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,drop,P3,0.06013328962679726,0.0008541480842070471,0.01,0.0,11.0,1.4142135623730951,15.0,2.8284271247461903,0.95,0.0707106781186547,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.975,2.0,0.01,late,P0,0.06172246672105057,0.0007946556815465344,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,0.18,0.042426406871192854,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,late,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,late,P2,0.061219669155453245,0.0007732574918647174,0.01,0.0,2.0,0.0,5.0,1.4142135623730951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,late,P2prime,0.06122020389229638,0.0007727413753470999,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.01,late,P3,0.06130156123836593,0.0007552905901873279,0.01,0.0,8.0,1.4142135623730951,15.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.975,2.0,0.05,drop,P0,0.05869780057957104,0.0006147620930106422,0.05,0.0,2.0,0.0,23.5,6.363961030678928,0.20900000000000002,0.0268700576850888,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,drop,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,drop,P2,0.05312984672769713,0.000767707660081156,0.05,0.0,5.0,0.0,91.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,drop,P2prime,0.05316457965555986,0.0007668784954258924,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,drop,P3,0.05433626827898502,0.0007247125803041811,0.05,0.0,35.5,12.020815280171307,60.0,4.242640687119285,0.849,0.004242640687119289,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.975,2.0,0.05,late,P0,0.061455031118668915,0.0007724937665903521,0.05,0.0,3.0,0.0,25.0,1.4142135623730951,0.178,0.0028284271247461927,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,late,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,late,P2,0.059168655081453525,0.0007643417061375226,0.05,0.0,6.0,1.4142135623730951,88.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,late,P2prime,0.05920182668717267,0.0007644624844411125,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.05,late,P3,0.05953228314605008,0.0005042515492711517,0.05,0.0,15.5,2.1213203435596424,90.5,10.606601717798213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,6363.961030678927
device_0,0.975,2.0,0.1,drop,P0,0.05562016771466611,0.001092883516194335,0.1,0.0,3.5,0.7071067811865476,95.0,7.0710678118654755,0.2015,0.027577164466275367,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,drop,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,drop,P2,0.044823286420068956,0.0007504028313529348,0.1,0.0,9.0,1.4142135623730951,255.0,5.656854249492381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,drop,P2prime,0.04548749524776111,0.00055956275728574,0.1,0.0,1.0,0.0,0.0,0.0,0.9944999999999999,0.007778174593052069,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,drop,P3,0.04671040146702324,0.00046714548546713625,0.1,0.0,48.0,1.4142135623730951,112.5,27.577164466275352,0.878,0.02545584412271573,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.975,2.0,0.1,late,P0,0.06104512403105998,0.0007775667578826603,0.1,0.0,3.0,0.0,95.0,8.48528137423857,0.2025,0.004949747468305807,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,late,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,late,P2,0.056873795289438464,0.0007627878625406458,0.1,0.0,11.5,2.1213203435596424,246.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,late,P2prime,0.05766177277638737,0.0006547390956060319,0.0948,0.003394112549695427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.1,late,P3,0.057480051511808024,0.0006972142835932878,0.1,0.0,28.0,1.4142135623730951,179.5,17.67766952966369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
device_0,0.975,2.0,0.15,drop,P0,0.05260688339563879,0.0006209576975187254,0.15,0.0,4.5,0.7071067811865476,182.0,15.556349186104045,0.19933333333333333,0.01131370849898477,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,drop,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,drop,P2,0.03684901783410169,0.0006826962806308315,0.15,0.0,20.0,0.0,302.5,20.506096654409877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,drop,P2prime,0.042484198139677576,0.00042111709008908575,0.15,0.0,1.0,0.0,0.0,0.0,0.6766666666666666,0.02262741699796954,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,drop,P3,0.04042801643225302,0.00024909842127629445,0.15,0.0,68.5,0.7071067811865476,138.5,19.091883092036785,0.8166666666666667,0.06505382386916239,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.975,2.0,0.15,late,P0,0.060813556554939266,0.0008633991982104343,0.15,0.0,5.5,0.7071067811865476,188.0,2.8284271247461903,0.18766666666666668,0.01178511301977579,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,late,P1,0.06178357386001882,0.0007757607909917132,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,late,P2,0.055129362239644784,0.0007316541298544796,0.15,0.0,22.5,4.949747468305833,299.5,9.192388155425117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,late,P2prime,0.05766177277638737,0.0006547390956060319,0.0948,0.003394112549695427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.975,2.0,0.15,late,P3,0.05547420899456633,0.0009009332480217863,0.15,0.0,33.5,0.7071067811865476,234.5,13.435028842544403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0
