device,rho,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,boost_use_rate_good_mean,boost_use_rate_good_std,boost_use_rate_bad_mean,boost_use_rate_bad_std,selected_v_mean,selected_v_std
device_0,0.0,2.0,0.01,drop,P2,0.05978826566574577,2.5344258831953283e-05,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.01,drop,P2prime,0.059788266769212284,2.5345819369261034e-05,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.01,drop,P3,0.05989714460404596,2.8641952234590986e-05,0.01,0.0,2.0,1.4142135623730951,2.0,2.8284271247461903,0.975,0.021213203435596444,0.0,0.0,0.0,0.0,0.0,0.0,55.0,63.63961030678928
device_0,0.0,2.0,0.01,late,P0,0.061532770355982105,2.655967813095714e-06,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,0.16999999999999998,0.028284271247461894,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.01,late,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.01,late,P2,0.061029712842697245,1.758203774239702e-05,0.01,0.0,1.5,0.7071067811865476,1.0,1.4142135623730951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.01,late,P2prime,0.06102982006561698,1.7430401635114487e-05,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.01,late,P3,0.06106075244242595,1.8361243798494226e-05,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.0,2.0,0.05,drop,P0,0.05860361378502728,0.00015898867860846005,0.05,0.0,2.0,0.0,23.5,6.363961030678928,0.19,0.028284271247461888,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,drop,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,drop,P2,0.05293159056421222,2.783545953523165e-05,0.05,0.0,3.0,0.0,31.0,2.8284271247461903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,drop,P2prime,0.052939743539718934,2.8940105791003813e-05,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,drop,P3,0.05311039192202485,5.11046453158376e-05,0.05,0.0,4.5,0.7071067811865476,16.0,2.8284271247461903,0.989,0.004242640687119289,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.0,2.0,0.05,late,P0,0.061232246804454445,6.011911165142154e-05,0.05,0.0,3.0,0.0,25.0,1.4142135623730951,0.20600000000000002,0.008485281374238549,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,late,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,late,P2,0.05896661561415869,2.1650063843414284e-05,0.05,0.0,3.0,0.0,23.5,4.949747468305833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,late,P2prime,0.0589728473526316,1.9712779901620248e-05,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.05,late,P3,0.05903702932545274,1.5866095375993036e-05,0.05,0.0,3.0,0.0,26.0,1.4142135623730951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.0,2.0,0.1,drop,P0,0.05550627853915643,0.0002475306824248992,0.1,0.0,3.5,0.7071067811865476,95.0,7.0710678118654755,0.1985,0.01909188309203677,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,drop,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,drop,P2,0.044633147232418124,2.5162931867186992e-05,0.1,0.0,4.0,0.0,96.0,9.899494936611665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,drop,P2prime,0.04467196522089681,2.582601370343913e-05,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,drop,P3,0.04489558413103625,5.569536887538136e-05,0.1,0.0,5.0,1.4142135623730951,76.0,11.313708498984761,0.994,0.0014142135623730963,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.0,2.0,0.1,late,P0,0.060884747473623345,0.00012770821968413048,0.1,0.0,3.0,0.0,95.0,8.48528137423857,0.20550000000000002,0.028991378028648443,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,late,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,late,P2,0.05664779471904283,3.214501033367926e-05,0.1,0.0,3.0,0.0,91.0,1.4142135623730951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,late,P2prime,0.0567018283894751,3.279715789109816e-05,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.1,late,P3,0.056734730931715965,1.899468773074059e-05,0.1,0.0,3.5,0.7071067811865476,94.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.0,2.0,0.15,drop,P0,0.05234795778678303,2.6076560804010015e-06,0.15,0.0,4.5,0.7071067811865476,182.0,15.556349186104045,0.20133333333333334,0.004714045207910308,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,drop,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,drop,P2,0.0366979820167254,3.418069862043456e-05,0.15,0.0,4.5,0.7071067811865476,190.5,4.949747468305833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,drop,P2prime,0.03703425976687188,1.5898139199009655e-05,0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,drop,P3,0.03707004247386843,5.8417907095690946e-05,0.15,0.0,6.5,0.7071067811865476,182.5,3.5355339059327378,0.9943333333333333,0.000471404520791019,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
device_0,0.0,2.0,0.15,late,P0,0.060494351336419394,6.147466648537973e-05,0.15,0.0,5.5,0.7071067811865476,188.0,2.8284271247461903,0.20266666666666666,0.009428090415820645,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,late,P1,0.06159484714839379,1.7966629327557098e-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,late,P2,0.05489943965259182,5.16348050464853e-05,0.15,0.0,4.0,0.0,185.5,12.020815280171307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,late,P2prime,0.05533055656756902,7.015440313500928e-05,0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.0,2.0,0.15,late,P3,0.054992410269673976,1.7228782383966985e-05,0.15,0.0,4.0,0.0,186.5,9.192388155425117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
device_0,0.75,1.1,0.15,drop,P0,0.11824425051650736,0.00028880728353526035,0.15,0.0,6.5,0.7071067811865476,248.5,16.263455967290593,0.5736666666666667,0.007071067811865481,0.1424,0.0032526911934581135,0.028149659594544525,0.0012206802140292238,0.582391613094016,0.011737075663188616,,
device_0,0.75,1.1,0.15,drop,P1,0.12883524228122772,0.0006678035265166239,0.07505,0.0006363961030678865,6.0,1.4142135623730951,149.5,6.363961030678928,1.0,0.0,0.15560000000000002,0.001979898987322321,0.030921907483995162,0.0006749171015364346,0.6358353943028712,0.002659480363184392,,
device_0,0.75,1.1,0.15,drop,P2,0.09980401818173049,0.0004260528006509543,0.15,0.0,13.5,2.1213203435596424,359.5,3.5355339059327378,1.0,0.0,0.08065,0.002616295090390232,0.030921907483995162,0.0006749171015364346,0.2721073123136416,0.011487676540611244,,
device_0,0.75,1.1,0.15,drop,P2prime,0.1021936227403217,0.0005442214473313097,0.15,0.0,6.0,1.4142135623730951,149.5,6.363961030678928,0.7926666666666666,0.010370899457402771,0.08940000000000001,0.00212132034355963,0.002772247889450636,0.0005457631124927917,0.4230832983298142,0.001556996391417328,,
device_0,0.75,1.1,0.15,drop,P3,0.10644776566524763,0.00046627333506127073,0.15039999999999998,0.00014142135623732336,6.5,0.7071067811865476,290.5,2.1213203435596424,0.7260637086845136,0.000257582725003023,0.1078,0.0025455844122715702,0.013728344426323164,0.0006562934373762133,0.47009953870698573,0.0076767647143127764,10.0,0.0
device_0,0.75,1.1,0.15,late,P0,0.13311364932610487,0.0010289861099569047,0.15,0.0,7.0,0.0,253.5,23.33452377915607,0.579,0.024984439601924716,0.14179999999999998,0.001272792206135773,0.028402312449521787,0.0008633751199481012,0.5786936404099461,0.011534626175168462,,
device_0,0.75,1.1,0.15,late,P1,0.1404002928487521,0.0005903284060669215,0.07505,0.0006363961030678865,6.0,1.4142135623730951,149.5,6.363961030678928,1.0,0.0,0.15560000000000002,0.001979898987322321,0.030921907483995162,0.0006749171015364346,0.6358353943028712,0.002659480363184392,,
device_0,0.75,1.1,0.15,late,P2,0.11786490513572451,0.00045085658114229625,0.15,0.0,14.0,1.4142135623730951,328.0,2.8284271247461903,0.8363333333333334,0.004242640687119289,0.08065,0.002616295090390232,0.0,0.0,0.39126345124025474,0.006519339680829773,,
device_0,0.75,1.1,0.15,late,P2prime,0.11999689266381888,0.0004856246279390441,0.15,0.0,6.0,1.4142135623730951,149.5,6.363961030678928,0.7876666666666667,0.00801387685344748,0.08940000000000001,0.00212132034355963,0.0018266242925751791,9.6551357688463e-05,0.4267092234116094,0.0032152175268447135,,
device_0,0.75,1.1,0.15,late,P3,0.12436749072551177,0.0007034644530141579,0.15039999999999998,0.00014142135623732336,6.0,1.4142135623730951,282.0,1.4142135623730951,0.6851694175325982,0.007348297471657836,0.11265,0.0012020815280171357,0.01209011500940737,0.0010192753833037685,0.4999837539720361,0.0020587914217565077,10.0,0.0
device_0,0.75,1.2,0.1,drop,P0,0.11016178201560406,0.00024241983275855318,0.1,0.0,4.5,0.7071067811865476,105.5,13.435028842544403,0.4725,0.0007071067811865482,0.1491,0.0009899494936611458,0.0,0.0,0.7234874241616578,0.006614903830602383,,
device_0,0.75,1.2,0.1,drop,P1,0.11811663766498581,2.0465636371840496e-05,0.0358,0.0007071067811865482,3.5,0.7071067811865476,38.5,4.949747468305833,1.0,0.0,0.1599,0.0016970562748477136,0.0,0.0,0.7758686209618025,0.004010697505265629,,
device_0,0.75,1.2,0.1,drop,P2,0.09301495810068075,0.00030119967918665146,0.1,0.0,8.0,1.4142135623730951,235.5,6.363961030678928,1.0,0.0,0.09570000000000001,0.0009899494936611605,0.0,0.0,0.46435762734531427,0.002525290982144786,,
device_0,0.75,1.2,0.1,drop,P2prime,0.0931509911930626,0.0003013273684855018,0.1,0.0,3.5,0.7071067811865476,38.5,4.949747468305833,1.0,0.0,0.09570000000000001,0.0009899494936611605,0.0,0.0,0.46435762734531427,0.002525290982144786,,
device_0,0.75,1.2,0.1,drop,P3,0.09733658430484743,0.0003543334564729296,0.10035,0.0003535533905932741,5.5,0.7071067811865476,197.5,7.7781745930520225,0.8266157301942589,0.005026256387482576,0.1129,0.0009899494936611753,0.0,0.0,0.5478226555333501,0.003842544558801539,10.0,0.0
device_0,0.75,1.2,0.1,late,P0,0.11953026968910568,0.0003128067514071353,0.1,0.0,5.0,0.0,105.0,26.870057685088806,0.47350000000000003,0.00777817459305201,0.14889999999999998,0.0019798989873223405,0.0,0.0,0.7224789931794937,0.001795740277783163,,
device_0,0.75,1.2,0.1,late,P1,0.12416182702891335,0.00012718896313056302,0.0358,0.0007071067811865482,3.5,0.7071067811865476,38.5,4.949747468305833,1.0,0.0,0.1599,0.0016970562748477136,0.0,0.0,0.7758686209618025,0.004010697505265629,,
device_0,0.75,1.2,0.1,late,P2,0.1057359895989396,0.00032672370871637867,0.1,0.0,7.0,1.4142135623730951,232.0,1.4142135623730951,1.0,0.0,0.09570000000000001,0.0009899494936611605,0.0,0.0,0.46435762734531427,0.002525290982144786,,
device_0,0.75,1.2,0.1,late,P2prime,0.10622583741093528,0.00029621667102832484,0.1,0.0,3.5,0.7071067811865476,38.5,4.949747468305833,1.0,0.0,0.09570000000000001,0.0009899494936611605,0.0,0.0,0.46435762734531427,0.002525290982144786,,
device_0,0.75,1.2,0.1,late,P3,0.1105859104550728,0.0003116826849295551,0.1003,0.0002828427124746271,4.0,0.0,187.0,1.4142135623730951,0.7701974642273149,0.0056968906332642375,0.1186,0.0012727922061357827,0.0,0.0,0.5754717469801224,0.0029065486528404502,10.0,0.0
device_0,0.75,1.2,0.15,drop,P0,0.10400640475764117,0.0004347659294131233,0.15,0.0,5.0,0.0,208.5,9.192388155425117,0.372,0.004714045207910347,0.14125,0.0009192388155425185,0.0,0.0,0.6853970811773991,0.006356847328603169,,
device_0,0.75,1.2,0.15,drop,P1,0.11811663766498581,2.0465636371840496e-05,0.0358,0.0007071067811865482,3.5,0.7071067811865476,38.5,4.949747468305833,1.0,0.0,0.1599,0.0016970562748477136,0.0,0.0,0.7758686209618025,0.004010697505265629,,
device_0,0.75,1.2,0.15,drop,P2,0.07369444132476918,0.0003045896498164696,0.15,0.0,13.5,2.1213203435596424,359.5,3.5355339059327378,1.0,0.0,0.0457,0.0009899494936611655,0.0,0.0,0.22172673144986144,0.001303934531392292,,
device_0,0.75,1.2,0.15,drop,P2prime,0.08356444363813734,0.00042985715387569383,0.15,0.0,3.5,0.7071067811865476,38.5,4.949747468305833,0.741,0.012727922061357866,0.087,0.00042426406871193576,0.0,0.0,0.42216151283012404,0.00460406097179803,,
device_0,0.75,1.2,0.15,drop,P3,0.0853906706879059,0.000282758982644385,0.15025,0.00021213203435597035,6.0,0.0,281.0,2.8284271247461903,0.6881883708733185,0.0028541065664432234,0.09285,0.0012020815280171357,0.0,0.0,0.45051954326529153,0.0012776294169949596,10.0,0.0
device_0,0.75,1.2,0.15,late,P0,0.1157618392049557,0.0004517268046938803,0.15,0.0,6.5,2.1213203435596424,200.0,12.727922061357855,0.379,0.007071067811865481,0.1405,0.00042426406871193083,0.0,0.0,0.6817765714382584,0.008701332271282652,,
device_0,0.75,1.2,0.15,late,P1,0.12416182702891335,0.00012718896313056302,0.0358,0.0007071067811865482,3.5,0.7071067811865476,38.5,4.949747468305833,1.0,0.0,0.1599,0.0016970562748477136,0.0,0.0,0.7758686209618025,0.004010697505265629,,
device_0,0.75,1.2,0.15,late,P2,0.09229049157365675,0.00031418227535908767,0.15,0.0,13.5,2.1213203435596424,369.0,2.8284271247461903,1.0,0.0,0.0457,0.0009899494936611655,0.0,0.0,0.22172673144986144,0.001303934531392292,,
device_0,0.75,1.2,0.15,late,P2prime,0.0998081886560303,0.00038270110096779765,0.15,0.0,3.5,0.7071067811865476,38.5,4.949747468305833,0.7246666666666667,0.003771236166328309,0.087,0.00042426406871193576,0.0,0.0,0.42216151283012404,0.00460406097179803,,
device_0,0.75,1.2,0.15,late,P3,0.10270323407283236,8.893473258111377e-05,0.14939999999999998,0.00014142135623730373,5.0,0.0,267.0,1.4142135623730951,0.6385500227370986,0.008861505703696404,0.10045,0.002333452377915605,0.0,0.0,0.4873561167001633,0.003630438762964764,10.0,0.0
device_0,0.75,1.35,0.05,drop,P0,0.09373458720946419,0.00017318573410964294,0.05,0.0,2.5,0.7071067811865476,23.5,3.5355339059327378,0.33399999999999996,0.03676955262170049,0.1124,0.0,0.0,0.0,0.545434253972978,0.008608098954431414,,
device_0,0.75,1.35,0.05,drop,P1,0.0977929028047106,5.218810575585026e-05,0.00875,0.0007778174593052006,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.11725,0.00021213203435597523,0.0,0.0,0.568961327860855,0.007950138118366295,,
device_0,0.75,1.35,0.05,drop,P2,0.08146313768350479,0.00036513536557462504,0.05,0.0,4.0,0.0,73.0,11.313708498984761,1.0,0.0,0.07600000000000001,0.0009899494936611605,0.0,0.0,0.36876105436250584,0.0010165761298111726,,
device_0,0.75,1.35,0.05,drop,P2prime,0.0814853243688349,0.0003700211319866525,0.05,0.0,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.07600000000000001,0.0009899494936611605,0.0,0.0,0.36876105436250584,0.0010165761298111726,,
device_0,0.75,1.35,0.05,drop,P3,0.08252189585302641,0.0002641464372302278,0.05015,7.071067811865677e-05,3.0,0.0,73.0,4.242640687119285,0.9401714499288276,0.011364226167410344,0.0796,0.0007071067811865482,0.0,0.0,0.38624130955228775,0.0026648079812902,10.0,0.0
device_0,0.75,1.35,0.05,late,P0,0.09763282043694171,8.700559914527372e-06,0.05,0.0,2.5,0.7071067811865476,22.0,2.8284271247461903,0.33699999999999997,0.015556349186104039,0.11285,0.0004949747468305827,0.0,0.0,0.5476368857353282,0.011044485309435735,,
device_0,0.75,1.35,0.05,late,P1,0.09937764201840685,0.00018981378131918163,0.00875,0.0007778174593052006,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.11725,0.00021213203435597523,0.0,0.0,0.568961327860855,0.007950138118366295,,
device_0,0.75,1.35,0.05,late,P2,0.0882973812306432,0.0003948495011510795,0.05,0.0,4.0,0.0,78.0,9.899494936611665,1.0,0.0,0.07600000000000001,0.0009899494936611605,0.0,0.0,0.36876105436250584,0.0010165761298111726,,
device_0,0.75,1.35,0.05,late,P2prime,0.08835398489455218,0.00039102696800542364,0.05,0.0,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.07600000000000001,0.0009899494936611605,0.0,0.0,0.36876105436250584,0.0010165761298111726,,
device_0,0.75,1.35,0.05,late,P3,0.08987612656816195,0.00027829271144546956,0.050100000000000006,0.0001414213562373062,3.0,0.0,60.5,6.363961030678928,0.8862191235059761,0.005966741683478502,0.08215,0.0004949747468305876,0.0,0.0,0.39862360825693777,0.0038894941933588557,10.0,0.0
device_0,0.75,1.35,0.1,drop,P0,0.08869427414601457,0.00023239929060906995,0.1,0.0,3.5,0.7071067811865476,90.5,7.7781745930520225,0.269,0.0014142135623730963,0.10615,0.0007778174593052098,0.0,0.0,0.5150756076014459,0.004354994825352276,,
device_0,0.75,1.35,0.1,drop,P1,0.0977929028047106,5.218810575585026e-05,0.00875,0.0007778174593052006,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.11725,0.00021213203435597523,0.0,0.0,0.568961327860855,0.007950138118366295,,
device_0,0.75,1.35,0.1,drop,P2,0.06194955370339756,0.00036100381126859726,0.1,0.0,8.0,1.4142135623730951,235.5,6.363961030678928,1.0,0.0,0.026000000000000002,0.0009899494936611668,0.0,0.0,0.12613015846705306,0.0028126493837258956,,
device_0,0.75,1.35,0.1,drop,P2prime,0.06577975492758995,0.00018198827570782433,0.1,0.0,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.042300000000000004,0.0001414213562373062,0.0,0.0,0.20526032258489846,0.0025532609772002043,,
device_0,0.75,1.35,0.1,drop,P3,0.06962329275556536,8.232703245955699e-05,0.1001,0.00014142135623730864,4.5,0.7071067811865476,179.5,3.5355339059327378,0.7652285429141716,0.008808489863044361,0.054849999999999996,0.0007778174593051976,0.0,0.0,0.2661958771819122,0.007975111328237082,10.0,0.0
device_0,0.75,1.35,0.1,late,P0,0.09520084981900934,9.770127570456028e-05,0.1,0.0,4.5,0.7071067811865476,97.5,6.363961030678928,0.267,0.007071067811865481,0.10605,0.0006363961030678964,0.0,0.0,0.5146444992362011,0.011209974446846873,,
device_0,0.75,1.35,0.1,late,P1,0.09937764201840685,0.00018981378131918163,0.00875,0.0007778174593052006,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.11725,0.00021213203435597523,0.0,0.0,0.568961327860855,0.007950138118366295,,
device_0,0.75,1.35,0.1,late,P2,0.07564421930882513,0.0003548527016296325,0.1,0.0,7.5,2.1213203435596424,241.0,4.242640687119285,1.0,0.0,0.026000000000000002,0.0009899494936611668,0.0,0.0,0.12613015846705306,0.0028126493837258956,,
device_0,0.75,1.35,0.1,late,P2prime,0.07863721914308676,0.00021817004273292026,0.1,0.0,2.0,0.0,3.5,0.7071067811865476,0.837,0.008485281374238578,0.042300000000000004,0.0001414213562373062,0.0,0.0,0.20526032258489846,0.0025532609772002043,,
device_0,0.75,1.35,0.1,late,P3,0.07642783022692134,0.0003315124835110195,0.10025,7.071067811866168e-05,7.5,0.7071067811865476,234.5,3.5355339059327378,0.9700748055235491,2.110753909489592e-05,0.02895,0.0007778174593052001,0.0,0.0,0.14045350433886672,0.0015573293675489371,100.0,0.0
device_0,0.75,1.35,0.15,drop,P0,0.08384665629231627,0.00019644002547728286,0.15,0.0,5.0,0.0,192.5,21.920310216782973,0.24466666666666667,0.0028284271247461927,0.1005,0.0002828427124746124,0.0,0.0,0.48767727006455086,0.0063242156677052,,
device_0,0.75,1.35,0.15,drop,P1,0.0977929028047106,5.218810575585026e-05,0.00875,0.0007778174593052006,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.11725,0.00021213203435597523,0.0,0.0,0.568961327860855,0.007950138118366295,,
device_0,0.75,1.35,0.15,drop,P2,0.04800503692748599,0.00013586515405869203,0.15,0.0,13.5,2.1213203435596424,359.5,3.5355339059327378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.35,0.15,drop,P2prime,0.05830092525935085,0.00024721496441988856,0.15,0.0,2.0,0.0,3.5,0.7071067811865476,0.732,0.008485281374238578,0.042300000000000004,0.0001414213562373062,0.0,0.0,0.20526032258489846,0.0025532609772002043,,
device_0,0.75,1.35,0.15,drop,P3,0.06008675947286164,6.1068386430053315e-06,0.15005000000000002,7.071067811865677e-05,5.0,0.0,268.5,14.849242404917497,0.6367863646457916,0.0058261327549596195,0.039999999999999994,0.0008485281374238544,0.0,0.0,0.19413720877229002,0.007180963254342663,10.0,0.0
device_0,0.75,1.35,0.15,late,P0,0.09309016263306641,0.0006029418108194365,0.15,0.0,3.5,0.7071067811865476,186.0,5.656854249492381,0.24666666666666667,0.0028284271247461927,0.1009,0.0014142135623730963,0.0,0.0,0.4895749944904775,0.0008647390137961255,,
device_0,0.75,1.35,0.15,late,P1,0.09937764201840685,0.00018981378131918163,0.00875,0.0007778174593052006,2.0,0.0,3.5,0.7071067811865476,1.0,0.0,0.11725,0.00021213203435597523,0.0,0.0,0.568961327860855,0.007950138118366295,,
device_0,0.75,1.35,0.15,late,P2,0.06735794103558912,0.00020217173631855386,0.15,0.0,12.5,0.7071067811865476,324.0,7.0710678118654755,0.8443333333333334,0.010842303978193673,0.0,0.0,0.0,0.0,0.0,0.0,,
device_0,0.75,1.35,0.15,late,P2prime,0.0746764726288548,0.0002626989579628247,0.15,0.0,2.0,0.0,3.5,0.7071067811865476,0.6056666666666667,0.01555634918610406,0.042300000000000004,0.0001414213562373062,0.0,0.0,0.20526032258489846,0.0025532609772002043,,
device_0,0.75,1.35,0.15,late,P3,0.06856160312916867,0.0003661125679599706,0.1502,0.0,11.0,2.8284271247461903,326.0,5.656854249492381,0.8255659121171771,0.008473982730597733,0.005549999999999999,0.0009192388155425121,0.0,0.0,0.02689682971714017,0.004035670715136474,100.0,0.0
device_0,0.75,1.5,0.01,drop,P0,0.07630447859771974,0.0001411971286103757,0.01,0.0,2.0,0.0,1.0,0.0,0.395,0.021213203435596427,0.046,0.0005656854249492346,0.0,0.0,0.2232420855944351,0.006267942701462783,,
device_0,0.75,1.5,0.01,drop,P1,0.07696903537704826,0.00012825547059446384,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.01,drop,P2,0.07380593309226344,9.875120453354058e-05,0.01,0.0,2.0,0.0,4.5,0.7071067811865476,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,drop,P2prime,0.07380677338962162,9.841574647985219e-05,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,drop,P3,0.07390195784171408,0.0001446995680403415,0.01005,7.071067811865432e-05,2.0,0.0,1.0,0.0,0.985049504950495,0.007141078384260189,0.0388,0.0005656854249492419,0.0,0.0,0.18830323658548992,0.005716534227513462,10.0,0.0
device_0,0.75,1.5,0.01,late,P0,0.07719548608804408,7.978102295055216e-05,0.01,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,0.39,0.014142135623730963,0.04615,0.0007778174593051976,0.0,0.0,0.2239781012961034,0.007308826088881662,,
device_0,0.75,1.5,0.01,late,P1,0.07736976439196948,0.00011489687777580813,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
device_0,0.75,1.5,0.01,late,P2,0.07543145947694446,9.502301406027448e-05,0.01,0.0,2.0,0.0,3.0,1.4142135623730951,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,late,P2prime,0.0754318478843981,9.492107784620857e-05,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0386,0.0007071067811865482,0.0,0.0,0.1873381283445627,0.006387481132711461,,
device_0,0.75,1.5,0.01,late,P3,0.07553048930896761,0.00011169252236366239,0.01005,7.071067811865432e-05,1.5,0.7071067811865476,1.0,1.4142135623730951,0.985049504950495,0.007141078384260189,0.03875,0.0006363961030678914,0.0,0.0,0.18806331336092175,0.006055836905625998,10.0,0.0
device_0,0.75,1.5,0.05,drop,P0,0.0733716035140879,1.18169767559215e-05,0.05,0.0,3.0,0.0,25.5,2.1213203435596424,0.228,0.0,0.0445,0.0009899494936611655,0.0,0.0,0.2159794047455354,0.008211857357813173,,
device_0,0.75,1.5,0.05,drop,P1,0.07696903537704826,0.00012825547059446384,0.00215,7.071067811865494e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.04645,0.0006363961030678914,0.0,0.0,0.2254284713288215,0.006645537634710715,,
